event,operation,time,pkgSize,numSuccessors,version,implementation
rtt,add,5,108,1,29,new
rtt,remove,3,159,1,30,new
rtt,add,4,93,1,31,new
rtt,remove,4,1119,1,32,new
rtt,add,4,96,1,33,new
rtt,remove,5,159,1,34,new
rtt,add,4,93,1,35,new
